Title,Description,Date
"Buy Jindal Steel and Power; target of Rs 1,240: ICICI Securities","ICICI Securities is bullish on Jindal Steel & Power has recommended buy rating on the stock with a target price of Rs 1,240 in its research report dated July 25, 2024. 
",08/15/2024
"Buy Go Fashion India; target of Rs 1,300: ICICI Securities","ICICI Securities is bullish on Go Fashion India has recommended buy rating on the stock with a target price of Rs 1,300 in its research report dated July 25, 2024. 
",08/15/2024
"Trent hits new record high on hopes of Nifty 50 inclusion, strong Q1 results","Over the past eight days, the stock of this Tata-group company has surged more than 12 percent 
",08/15/2024
Buy Federal Bank; target of Rs 235: ICICI Securities,"ICICI Securities is bullish on Federal Bank has recommended buy rating on the stock with a target price of Rs 235 in its research report dated July 25, 2024. 
",08/15/2024
Buy SBI Life Insurance Company; target of Rs 1985: KR Choksey,"KR Choksey is bullish on SBI Life Insurance Company has recommended buy rating on the stock with a target price of Rs 1985 in its research report dated July 31, 2024. 
",08/15/2024
Buy Jyothy Labs; target of Rs 640: ICICI Securities,"ICICI Securities is bullish on Jyothy Labs has recommended buy rating on the stock with a target price of Rs 640 in its research report dated July 25, 2024. 
",08/15/2024
"Buy Tatva Chintan Pharma Chem; target of Rs 1,850: ICICI Securities","ICICI Securities is bullish on Tatva Chintan Pharma Chem has recommended buy rating on the stock with a target price of Rs 1,850 in its research report dated July 25, 2024. 
",08/15/2024
Buy Axis Bank; target of Rs 1345: KR Choksey,"KR Choksey is bullish on Axis Bank has recommended buy rating on the stock with a target price of Rs 1345 in its research report dated July 30, 2024. 
",08/15/2024
Accumulate Ashok Leyland; target of Rs 282: KR Choksey,"KR Choksey recommended accumulate rating on Ashok Leyland with a target price of Rs 282 in its research report dated July 30, 2024. 
",08/15/2024
"Buy Transport Corporation of India; target of Rs 1,200: ICICI Securities","ICICI Securities is bullish on Transport Corporation of India has recommended buy rating on the stock with a target price of Rs 1,200 in its research report dated July 26, 2024. 
",08/15/2024
Accumulate The Ramco Cements; target of Rs 866: KR Choksey,"KR Choksey recommended accumulate rating on The Ramco Cements with a target price of Rs 866 in its research report dated July 30, 2024. 
",08/15/2024
Buy Wonderla Holidays; target of Rs 1010: Sharekhan,"Sharekhan is bullish on Wonderla Holidays has recommended buy rating on the stock with a target price of Rs 1010 in its research report dated July 30, 2024. 
",08/15/2024
Buy Tata Consumer Products; target of Rs 1315: Sharekhan,"Sharekhan is bullish on Tata Consumer Products has recommended buy rating on the stock with a target price of Rs 1315 in its research report dated July 30, 2024. 
",08/15/2024
Buy NTPC; target of Rs 460: Sharekhan,"Sharekhan is bullish on NTPC has recommended buy rating on the stock with a target price of Rs 460 in its research report dated July 30, 2024. 
",08/15/2024
Buy Transport Corporation of India; target of Rs 1200: Sharekhan,"Sharekhan is bullish on Transport Corporation of India has recommended buy rating on the stock with a target price of Rs 1200 in its research report dated July 29, 2024. 
",08/15/2024
Buy Amber Enterprises India; target of Rs 5010: Sharekhan,"Sharekhan is bullish on Amber Enterprises India has recommended buy rating on the stock with a target price of Rs 5010 in its research report dated July 29, 2024. 
",08/15/2024
Hold Tatva Chintan Pharma Chem; target of Rs 1021: KR Choksey,"KR Choksey recommended hold rating on Tatva Chintan Pharma Chem with a target price of Rs 1021 in its research report dated July 30, 2024. 
",08/15/2024
Buy ICICI Bank; target of Rs 1450: Sharekhan,"Sharekhan is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 1450 in its research report dated July 27, 2024. 
",08/15/2024
Buy Punjab National Bank; target of Rs 140: Sharekhan,"Sharekhan is bullish on Punjab National Bank has recommended buy rating on the stock with a target price of Rs 140 in its research report dated July 27, 2024. 
",08/15/2024
Buy IndusInd Bank; target of Rs 1750: Sharekhan,"Sharekhan is bullish on IndusInd Bank has recommended buy rating on the stock with a target price of Rs 1750 in its research report dated July 26, 2024. 
",08/15/2024
Buy Ashok Leyland; target of Rs 285: Sharekhan,"Sharekhan is bullish on Ashok Leyland has recommended buy rating on the stock with a target price of Rs 285 in its research report dated July 26, 2024. 
",08/15/2024
Buy V-Guard Industries; target of Rs 528: Sharekhan,"Sharekhan is bullish on V-Guard Industries has recommended buy rating on the stock with a target price of Rs 528 in its research report dated July 26, 2024. 
",08/15/2024
"Agri Picks Report July 31, 2024: Geojit Financial Services","According to Geojit, The Cotton Association of India today said it has retained the country's production estimate for 2023-24 (Oct-Sep) at 31.8 mln bales (1 bale = 170 kg). 
",08/15/2024
Buy Zen Technologies; target of Rs 1820: Motilal Oswal,"Motilal Oswal is bullish on Zen Technologies has recommended buy rating on the stock with a target price of Rs 1820 in its research report dated July 29, 2024. 
",08/15/2024
Buy MCX; target of Rs 4850: Motilal Oswal,"Motilal Oswal is bullish on MCX has recommended buy rating on the stock with a target price of Rs 4850 in its research report dated July 29, 2024. 
",08/15/2024
Neutral Colgate; target of Rs 3150: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Colgate with a target price of Rs 3150 in its research report dated July 29, 2024. 
",08/15/2024
Buy Indian Bank; target of Rs 670: Motilal Oswal,"Motilal Oswal is bullish on Indian Bank has recommended buy rating on the stock with a target price of Rs 670 in its research report dated July 29, 2024. 
",08/15/2024
Buy Cholamandalam Investment and Finance Company; target of Rs 1675: Motilal Oswal,"Motilal Oswal is bullish on Cholamandalam Investment and Finance Company has recommended buy rating on the stock with a target price of Rs 1675 in its research report dated July 29, 2024. 
",08/15/2024
Buy Bharat Electronics; target of Rs 360: Motilal Oswal,"Motilal Oswal is bullish on Bharat Electronics has recommended buy rating on the stock with a target price of Rs 360 in its research report dated July 29, 2024. 
",08/15/2024
Buy The Ramco Cements; target of Rs 1010: Sharekhan,"Sharekhan is bullish on The Ramco Cements has recommended buy rating on the stock with a target price of Rs 1010 in its research report dated July 26, 2024. 
",08/15/2024
"CSB Bank Q1 FY25 – Soft quarter, but guidance encouraging","Profitability dragged down by a sharp fall in margin and higher operating expenses 
",08/15/2024
Buy IndusInd Bank; target of Rs 1750: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on IndusInd Bank has recommended buy rating on the stock with a target price of Rs 1750 in its research report dated July 28, 2024. 
",08/15/2024
Buy ICICI Bank; target of Rs 1520: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 1520 in its research report dated July 28, 2024. 
",08/15/2024
Buy Praj Industries; target of Rs 804: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Praj Industries has recommended buy rating on the stock with a target price of Rs 804 in its research report dated July 28, 2024. 
",08/15/2024
Sell Mahanagar Gas; target of Rs 1492: Prabhudas Lilladher,"Prabhudas Lilladher is bearish on Mahanagar Gas has recommended sell rating on the stock with a target price of Rs 1492 in its research report dated July 29, 2024. 
",08/15/2024
Sell Indraprastha Gas; target of Rs 374: Prabhudas Lilladher,"Prabhudas Lilladher is bearish on Indraprastha Gas has recommended sell rating on the stock with a target price of Rs 374 in its research report dated July 29, 2024. 
",08/15/2024
Reduce Dr. Reddy's Laboratories; target of Rs 6000: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Dr. Reddy's Laboratories with a target price of Rs 6000 in its research report dated July 29, 2024. 
",08/15/2024
Accumulate Cipla; target of Rs 1680: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Cipla with a target price of Rs 1680 in its research report dated July 28, 2024. 
",08/15/2024
Accumulate Chalet Hotels; target of Rs 887: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Chalet Hotels with a target price of Rs 887 in its research report dated July 28, 2024. 
",08/15/2024
Accumulate Ashok Leyland; target of Rs 261: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Ashok Leyland with a target price of Rs 261 in its research report dated July 28, 2024. 
",08/15/2024
Accumulate InterGlobe Aviation; target of Rs 4958: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on InterGlobe Aviation with a target price of Rs 4958 in its research report dated July 28, 2024. 
",08/15/2024
IndiaMART shares tank 6% on lower subscriber additions in Q1,"IndiaMART's collections from customer rose 14 percent to Rs 366 crore, primarily comprising of standalone collections of Rs 341 crore. 
",08/15/2024
BSE stock soars 7% after SEBI's crackdown on F&O frenzy,"SEBI proposed a slew of measures to strengthen index derivatives framework, aimed at lifting investor protection and enhancing market stability. 
",08/15/2024
Torrent Power stock skyrockets 17% to record high on stellar Q1 results; up 158% in a year,"Torrent Power stock has zoomed 85 percent so far this year, outpacing benchmark Nifty 50 which rose 15 percent during this period. 
",08/15/2024
Titagarh Rail's shares down 9 percent on profit booking after subdued results,"Titagarh Rail's revenue saw a marginal decline in Q1 which also dragged its EBITDA margin lower in the first quarter of FY25. 
",08/15/2024
Dixon Technologies: Blowout earnings with expanding coverage,"The company has a long growth runway owing to massive opportunities in the industry 
",08/15/2024
Tata Consumer: Acquisition cost weighs on profitability,"Consolidation of margin-accretive acquisitions aid growth, but harsh summer affects demand 
",08/15/2024
"Sensex edges higher, Nifty nears 25000 amid mixed cues; analysts suggest 'buy on dips'","India VIX fell around 9 percent to around 11.5. Sectorally, all NSE indices were trading higher with gains led by Nifty Metal and Nifty Realty. 
",08/15/2024
Sumitomo Chemical India: Does the stock present an opportunity after the strong run-up?,"The company has a strong product pipeline but there are a few concerns to be monitored 
",08/15/2024
Morgan Stanley 'overweight' on BEL after robust Q1 results; see 15 percent upside in PSU stock,"Bharat Electronics (BEL) stock has delivered multibagger returns of around 140 percent in the last one year, more than doubling investors' money. 
",08/15/2024
"Closing Bell: Nifty at 24,950, Sensex up 286 pts; metal, pharma, power gain","The BSE midcap index added nearly a percent while smallcap index was ended on flat note. 
",08/15/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a muted start for the day. 
",08/15/2024
Buy Maruti Suzuki; target of Rs 14440: Motilal Oswal,"Motilal Oswal is bullish on Maruti Suzuki has recommended buy rating on the stock with a target price of Rs 14440 in its research report dated July 27, 2024. 
",08/15/2024
Buy Mankind Pharma; target of Rs 2650: Motilal Oswal,"Motilal Oswal is bullish on Mankind Pharma has recommended buy rating on the stock with a target price of Rs 2650 in its research report dated July 26, 2024. 
",08/15/2024
Buy Mahanagar Gas; target of Rs 2200: Motilal Oswal,"Motilal Oswal is bullish on Mahanagar Gas has recommended buy rating on the stock with a target price of Rs 2200 in its research report dated July 28, 2024. 
",08/15/2024
Buy Kaynes Technologies; target of Rs 5000: Motilal Oswal,"Motilal Oswal is bullish on Kaynes Technologies has recommended buy rating on the stock with a target price of Rs 5000 in its research report dated July 27, 2024. 
",08/15/2024
Buy IndusInd Bank; target of Rs 1700: Motilal Oswal,"Motilal Oswal is bullish on IndusInd Bank has recommended buy rating on the stock with a target price of Rs 1700 in its research report dated July 27, 2024. 
",08/15/2024
Buy ICICI Bank; target of Rs 1400: Motilal Oswal,"Motilal Oswal is bullish on ICICI Bank has recommended buy rating on the stock with a target price of Rs 1400 in its research report dated July 28, 2024. 
",08/15/2024
Buy Home First Finance; target of Rs 1215: Motilal Oswal,"Motilal Oswal is bullish on Home First Finance has recommended buy rating on the stock with a target price of Rs 1215 in its research report dated July 28, 2024. 
",08/15/2024
Buy Equitas Small Finance; target of Rs 110: Motilal Oswal,"Motilal Oswal is bullish on Equitas Small Finance has recommended buy rating on the stock with a target price of Rs 110 in its research report dated July 27, 2024. 
",08/15/2024
Buy Cyient; target of Rs 2070: Motilal Oswal,"Motilal Oswal is bullish on Cyient has recommended buy rating on the stock with a target price of Rs 2070 in its research report dated July 25, 2024. 
",08/15/2024
Buy Craftsman Automation; target of Rs 5965: Motilal Oswal,"Motilal Oswal is bullish on Craftsman Automation has recommended buy rating on the stock with a target price of Rs 5965 in its research report dated July 26, 2024. 
",08/15/2024
Buy Cipla; target of Rs 1830: Motilal Oswal,"Motilal Oswal is bullish on Cipla has recommended buy rating on the stock with a target price of Rs 1830 in its research report dated July 26, 2024. 
",08/15/2024
Buy AU Small Finance Bank; target of Rs 735: Motilal Oswal,"Motilal Oswal is bullish on AU Small Finance Bank has recommended buy rating on the stock with a target price of Rs 735 in its research report dated July 25, 2024. 
",08/15/2024
Buy Atul; target of Rs 9100: Motilal Oswal,"Motilal Oswal is bullish on Atul has recommended buy rating on the stock with a target price of Rs 9100 in its research report dated July 27, 2024. 
",08/15/2024
Buy Ashok Leyland; target of Rs 285: Motilal Oswal,"Motilal Oswal is bullish on Ashok Leyland has recommended buy rating on the stock with a target price of Rs 285 in its research report dated July 25, 2024. 
",08/15/2024
"Stock Radar : Infosys, Balu Forge, IndiaMART, Oriental Rail Infrastructure, Macrotech Developers, and others in focus","Infosys, Balu Forge, IndiaMART, Oriental Rail Infrastructure, Macrotech Developers, Torrent Power, GAIL, Varun Beverages, Granules India, Exide Industries, Indian Oil Corporation, Tata Consumer, Dixon Technologies, Indus Towers, Manorama Industries, Star Health Insurance, Samvardhana Motherson, will be in focus on Wednesday. 
",08/15/2024
Bulk deals: Quality Investment Holdings PCC sells 12% stake in PNB Housing,"Government of Singapore bought a 2.37 percent stake in PNB Housing for an average price of Rs 775 per share. 
",08/15/2024
Bahot der ho gayi : Buch calls for mandatory ASBA by qualified stock brokers,"Sebi on March 29 had given a green signal for ASBA facility for the secondary market. Currently, ASBA is optional for brokers and investors. 
",08/15/2024
"Technical View: Nifty holds 24,850 amid volatility; immediate support at 24,800-24,660","The Nifty Midcap index touched fresh record high of 58,782.25, intraday and finished with a gains of 0.45 percent at 58,623.40. 
",08/15/2024
"Nifty Erases Gains To Slip Below 24,900; FMCG Top Loser| NTPC, PCBL In Focus| Closing Bell","The Nifty 50 falls short of the 25,000 mark, giving up earlier gains in the last hour of trading. While the broader markets performed well with positive breadth, sectors like banks, autos, and realty saw gains. FMCG emerged as the top loser. Key Nifty gainers included BPCL, NTPC, Tata Motors, Power Grid, and Asian Paints, while LTIM, Cipla, SBI Life, Grasim, and ITC were among the top losers. Join Yatin Mota and Nandita Khemka as they dive into the key stocks currently on their radar. 
",08/15/2024
"Granules India Q1 net profit surges 181% to Rs 1,346 crore, shares jump to 52-week high","Granules India CMD Krishna Prasad Chigurupati said, “With our robust quarterly performance, we are back on our planned trajectory after a few setbacks last year 
",08/15/2024
Kansai Nerolac jumps 10% on management's optimistic demand recovery outlook,"Kansai Nerolac's consolidated net profit fell by 68.7 percent YoY to Rs 230 crore in Q1FY25, while consolidated revenue from operations fell by a modest 1.1 percent YoY to Rs 2,133 crore. 
",08/15/2024
Coal India Q1 Preview: Net profit likely to drop 40% amid lower e-auction premiums,"According to Bloomberg estimates, Coal India is likely to report a net profit of Rs 5436.1 crore, down 40 percent QoQ and 2 percent YoY. Revenue is expected to be Rs 36792 crore, up 2 percent YoY and down 4 percent QoQ. 
",08/15/2024
"Tata Steel Q1 Preview: EBITDA likely to improve, boosted by India, Europe operations","According to 10 average brokerage estimates polled by Moneycontrol, EBITDA likely to be at Rs 6,318 crore, up 22 percent year-on-year. On a QoQ basis, EBITDA is likely to decline by 4 percent, led by lower sales volumes in India. 
",08/15/2024
"TTK Prestige board to consider share buyback on Aug 2, stock rises 4%","This will be the firm's second consideration of a buyback in seven years. The last share buyback was conducted in July 2017. 
",08/15/2024
Neutral Westlife Foodworld; target of Rs 775: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Westlife Foodworld with a target price of Rs 775 in its research report dated July 26, 2024. 
",08/15/2024
Neutral Thermax; target of Rs 4710: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Thermax with a target price of Rs 4710 in its research report dated July 27, 2024. 
",08/15/2024
Neutral Tech Mahindra; target of Rs 1470: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Tech Mahindra with a target price of Rs 1470 in its research report dated July 25, 2024. 
",08/15/2024
Neutral SBI Cards; target of Rs 770: Motilal Oswal,"Motilal Oswal recommended Neutral rating on SBI Cards with a target price of Rs 770 in its research report dated July 28, 2024. 
",08/15/2024
Neutral Punjab National Bank; target of Rs 135: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Punjab National Bank with a target price of Rs 135 in its research report dated July 28, 2024. 
",08/15/2024
Neutral Mphasis; target of Rs 2800: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Mphasis with a target price of Rs 2800 in its research report dated July 26, 2024. 
",08/15/2024
Neutral InterGlobe Aviation; target of Rs 4420: Motilal Oswal,"Motilal Oswal recommended Neutral rating on InterGlobe Aviation with a target price of Rs 4420 in its research report dated July 28, 2024. 
",08/15/2024
Neutral IDFC First Bank; target of Rs 83: Motilal Oswal,"Motilal Oswal recommended Neutral rating on IDFC First Bank with a target price of Rs 83 in its research report dated July 28, 2024. 
",08/15/2024
Neutral DLF; target of Rs 850: Motilal Oswal,"Motilal Oswal recommended Neutral rating on DLF with a target price of Rs 850 in its research report dated July 27, 2024. 
",08/15/2024
Neutral Bandhan Bank; target of Rs 220: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Bandhan Bank with a target price of Rs 220 in its research report dated July 26, 2024. 
",08/15/2024
Neutral AAVAS Financiers; target of Rs 1800: Motilal Oswal,"Motilal Oswal recommended Neutral rating on AAVAS Financiers with a target price of Rs 1800 in its research report dated July 26, 2024. 
",08/15/2024
"ITD Cementation shares gain 3% on order win worth Rs 1,237 crore","ITD Cementation Share Price | The share price surged 195 percent in the last one-year. 
",08/15/2024
Power Grid stock soars to record high as investors cheer higher capex outlay,"Power Grid's management has guided for Rs 18,000 crore capex for FY25, up from its previous guidance of Rs 15,000 crore. 
",08/15/2024
Market cap of BSE-listed companies crosses $5.5 trillion for first time,"The market capitalization of all listed firms on the BSE hit a record high, surpassing $5.5 trillion for the first time. This marks a 22.6 percent increase from $4.2 trillion at the beginning of the year 
",08/15/2024
"Shares of CAMS surge 8% on hopes of robust MF flows, earnings this week","The all-time high levels of AUMs with domestic mutual funds and a robust flow of SIPs into equities from retail investors have helped in CAMS' growth in the RTA business, the company said in its latest annual report. 
",08/15/2024
"Nifty, Sensex inching towards record high levels, energy and realty stocks lead gains; IT worst hit","The Nifty Energy index was the best performer on the bourses, rising 2 percent, backed by gains in NTPC, Power Grid Corp, BPCL, and Coal India. 
",08/15/2024
Sell United Breweries; target of Rs 1800: Motilal Oswal,"Motilal Oswal is bearish on United Breweries has recommended sell rating on the stock with a target price of Rs 1800 in its research report dated July 26, 2024. 
",08/15/2024
"NTPC jumps 5%, hits all-time high on strong Q1 results, brokerage target upgrades","Jefferies maintained its 'buy' call on NTPC and raised target price to Rs 485 from Rs 445 apiece, expecting execution of orders to pick up pace 
",08/15/2024
"Pati, Patni Aur Taxmen: Sebi study on women's trading success has a hidden story","Market insiders told Moneycontrol that there is another way of looking at the data, which paints women traders in a less flattering light 
",08/15/2024
Kalpataru Projects tumbles 5% on weak Q1FY25 performance,"The company said its order book was at Rs 57,195 crore, as of June 30, 2024 
",08/15/2024
"Buy Transport Corporation of India; target of Rs 1,200: Sharekhan","Sharekhan is bullish on Transport Corporation of India has recommended buy rating on the stock with a target price of Rs 1,200 in its research report dated July 29, 2024. 
",08/15/2024
IPO: Should investors bet on the largest pharma contract manufacturer of India?,"Successful execution of CDMO expansion and profitability of the API business need to be watched 
",08/15/2024
"Buy Amber Enterprises India; target of Rs 5,010: Sharekhan","Sharekhan is bullish on Amber Enterprises India has recommended buy rating on the stock with a target price of Rs 5,010 in its research report dated July 29, 2024. 
",08/15/2024
Suzlon Energy up 23% in a seven-day gaining streak since Q1 result,"Suzlon Energy delivered a stellar set of April-June earnings with net profit surging 200 percent, thereby driving bullishness among investors thus far. 
",08/15/2024
"Nifty, Sensex open flat on profit booking; broader market outperforms again","NTPC, Power Grid, Britannia, HUL, and Asian Paints were the top Nifty gainers. 
",08/15/2024
Data Patterns slips over 2% as investors book profits on strong Q1 results,"The company's total revenue from operations rose by 16 percent on-year to Rs 104 crore in Q1FY25 
",08/15/2024
Colgate Palmolive: Valuation at a premium after a strong run,"Positive outlook, with rural areas expected to perform better 
",08/15/2024
Brokerages give thumbs up to Colgate on strong Q1 volume growth; stock hits record high,"Colgate's growth in rural markets has outpaced urban markets for the second consecutive quarter. Its toothpaste portfolio saw double-digit growth driven by high single-digit volume growth, higher than industry rival Hindustan Unilever's mid-single digit growth which was driven by pricing. 
",08/15/2024
"PNB Housing sees Rs 2,642 crore block deal as Carlyle likely unloads stake","Reports also suggest that the stake sale will unlock a 90-day lock-in period on any further sale of PNB Housing Finance shares by the Carlyle Group. 
",08/15/2024
Shaily Engineering Q1: Growth momentum continues,"The company's ongoing efforts in new product innovations, the rising healthcare business, and maintaining long-lasting relationships with clients are yielding positive results 
",08/15/2024
"Live: Can nifty defy global cues to conquer 25,000 today? PNB Housing block deal| Opening Bell","Indian equity market staged a spectacular start to the week, moving closer to the 25,000 mark, but wiped out gains in the second half and closed flat on July 29. The benchmark indices recorded a new closing high, with the Nifty 50 finishing the session at 24,836.10, up 1.25 points. The 24,600-24,500 zone is likely to be a key support area. However, if the index holds 24,800 in the coming sessions amid likely consolidation, then the 25,000-25,200 range is the area to watch on the higher side, experts said. 

Among stocks in focus, watch out for PNB Housing, HPCL, Tata Consumer among others. Meanwhile Akum Drugs IPO opens for subscription today. Catch Nandita Khemka in conversation with Aamar Deo Singh, Sr Vice President, Angel One. 
",08/15/2024
"Adani Power stock surged 35% in Q1, investors closely watch out for earnings and expansion plans","Adani Power will announce its June quarter earnings on July 31. The stock surged over 35% in Q1, and analysts are keenly awaiting the results after weak March quarter earnings. 
",08/15/2024
"Agri picks report July 30, 2024: Geojit Financial Services","According to Geojit, the forecast of above-normal rainfall this season has boosted the acreage of key crops such as pulses and oilseeds from the previous year. The area under paddy, one of the main kharif crops, was tad down 0.2% on year at 21.6 mln ha as of today. 
",08/15/2024
"Carlyle Group raises size of PNB Housing Finance block deal, may offload 12.8% stake now: CNBC-TV18","With the increased stake on offer, the Carlyle Group now aims to earn Rs 2,511 crore from the block in PNB Housing Finance as compared to previous Rs 1,256 crore. 
",08/15/2024
Chart of the Day: Why Suzlon's orders look more resilient this time,"The company’s order book increased to the highest levels in its history in the June 2024 quarter 
",08/15/2024
MC Pro Budget 2024 Portfolio: 17 stocks that will ride the upside of the Budget announcements,"The MC Pro Research team has handpicked these gems after the Budget as visibility emerged on the government sticking to its fiscal consolidation goals. These are fundamentally sound and reasonably valued picks for a portfolio built to outperform benchmarks 
",08/15/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a negative start for the day. 
",08/15/2024
"Closing Bell: Sensex, Nifty flat; auto, energy gain, FMCG drag","BSE Midcap index was up 0.3 percent and Smallcap index rose 0.9 percent. 
",08/15/2024
"US markets extend gains ahead of tech earnings, Fed rate decision, S&P 500 up 0.25%; GIFT Nifty falls","US markets traded positive ahead of major tech stocks earnings reports and the Federal Reserve’s interest rates decision. European markets were mixed while Asian indices rallied. Crude fell. 
",08/15/2024
Bulk deal: Societe Generale acquires 0.06% stake in India Cements,"Morgan Stanley Asia Singapore PTE bought 13.71 lakh shares in Jyoti CNC Automation for an average price of Rs 1123. 
",08/15/2024
"Trade Spotlight: How should you trade Coromandel, Jindal Saw, Ideaforge, Bharat Dynamics, and others on Tuesday?","Jubilant Ingrevia, Vishnu Prakash R Punglia, Piramal Enterprises, Balkrishna Industries, and Adani Ports and Special Economic Zone can also be on radar. 
",08/15/2024
"FIIs net sell shares worth Rs 2,475 crore, DIIs net buy shares worth Rs 5,666 crore","DIIs bought Rs 18,993 crore worth of shares and sold shares worth Rs 13,328 crore. Meanwhile, FIIs purchased Rs 17,372 crore in shares and offloaded equities worth Rs 19,846 crore during the trading session. 
",08/15/2024
"Nifty, Sensex end flat amid profit booking; Mid and smallcaps outperform","Nifty Realty was the only index that managed to hold firm. Gains were backed by stocks DLF, Prestige Estates, and Brigade Enterprises. 
",08/15/2024
"Taking Stock: Markets fail to hold record high levels; mid, smallcaps rally","Top Nifty gainers were Divis Labs, L&T, BPCL, Bajaj Finserv and SBI, while losers were Titan Company, Bharti Airtel, Hero MotoCorp, Tech Mahindra and Tata Consumer Products. 
",08/15/2024
Live: Nifty comes within kissing distance of 25k but takes a u-turn; PSU banks surge | Closing Bell,"Nifty takes a U-turn after missing 25,000 by a whisker, Nifty falls over 160 points from day's high. Broader markets show strength; mid & smallcaps gain 1%. NSE advance-decline ratio at 3:2.  Nifty Bank pares gains; falls 1,000 points from day's high. PSU banks, autos & metals among sectoral gainers. IT & FMCG among sectoral laggards. Tune in as Yatin Mota and Nandita Khemka discuss the key stocks currently on their radar. 
",08/15/2024
Sell Havells India; target of Rs 1644: Geojit Financial Services,"Geojit Financial Services is bearish on Havells India has recommended sell rating on the stock with a target price of Rs 1644 in its research report dated July 29, 2024. 
",08/15/2024
"Citing omissions, Sebi returns over 10 IPO papers in a strong signal to merchant bankers","The last few months have seen market regulator Sebi returning more than 10 DRHPs back to the merchant bankers. 
",08/15/2024
"Bank Nifty volatile after earnings powered gains in ICICI Bank, Bandhan","The rally followed strong April-June quarter (Q1FY25) results and brokerage upgrades of banking stocks, predicting further re-rating 
",08/15/2024
"Realty stocks recover from indexation removal impact, rebound from Budget-day plunge","The recovery is due to a large section of experts believing that removal of indexation benefit would not have such a drastic impact as estimated earlier, especially for those who again re-invest the gains in the real estate segment. 
",08/15/2024
"GAIL India set for strong Q1 profits boosted by gas demand, petchem gains","GAIL Q1 Preview: EBITDA is expected to surge year-on-year due to increased transmission volumes and tariffs 
",08/15/2024
Hold City Union Bank; target of Rs 180: Sharekhan,"Sharekhan recommended hold rating on City Union Bank with a target price of Rs 180 in its research report dated July 26, 2024. 
",08/15/2024
IOC Q1 Preview: Net profit likely drop sharply on weak refining margins,"Net profit is expected to be Rs 2734.90 crore, down 44% YoY and 80% QoQ, according to seven brokerages polled by Moneycontrol. 
",08/15/2024
Hold Intellect Design Arena; target of Rs 1050: Sharekhan,"Sharekhan recommended hold rating on Intellect Design Arena with a target price of Rs 1050 in its research report dated July 26, 2024. 
",08/15/2024
Buy Larsen and Toubro; target of Rs 4179: Geojit Financial Services,"Geojit Financial Services is bullish on Larsen and Toubro has recommended buy rating on the stock with a target price of Rs 4179 in its research report dated July 29, 2024. 
",08/15/2024
Buy Pitti Engineering; target of Rs 1379: KR Choksey,"KR Choksey is bullish on Pitti Engineering has recommended buy rating on the stock with a target price of Rs 1379 in its research report dated July 26, 2024. 
",08/15/2024
"Nifty retreats from 25,000-mark, Sensex falls from record high amid profit booking","The mid and smallcap indices outperformed the Nifty and Sensex by rising 0.9 and 1.3 percent, respectively. 
",08/15/2024
"L&T shares climb nearly 3% after company secures large orders key in India, overseas","Larsen & Toubro's Power Transmission and Distribution (PT&D) business secures key contracts in India, Saudi Arabia, and UAE, the company said in a filing. 
",08/15/2024
"Policymakers and retail investors: Damned if you do, damned if you don’t","They are trying to limit the stock market frenzy by throwing sands in the wheels of stock market participation. Retail investors should listen and act on the growing concerns over high valuations and excesses of stock markets  
",08/15/2024
"Shriram Finance: Diversification, strong execution boost growth","The rising share of the high-yield mix and stable credit cost will drive the bottom line going forward. 
",08/15/2024
"IndusInd Bank stock gains 2% on decent Q1 show, analysts find valuations attractive for re-rating","Although brokerages remain bullish on IndusInd Bank due to attractive valuations, they lowered target prices as Q1 earnings missed estimates 
",08/15/2024
Thangamayil Jewellery Ltd: Near-term margin impact; shiny outlook for the long term,"While there would be a temporary hit on margins, the reduction in customs duty on gold imports to 6 percent, from 15 percent earlier, is a long-term positive for the organised jewellery industry. 
",08/15/2024
Jubilant Pharmova to invest in MNC Pierre Fabre’s French R&D centre via new unit,"The French R&D centre has capability of conducting discovery and early development in immune-oncology. 
",08/16/2024
"Business in the Week Ahead: August 19-23, 2024","Two new IPOs will open for subscription. Flash PMIs, Jackson Hole conference and Japan inflation are the key data, events to track 
",08/16/2024
