Title,Description,Date
"Broking stock Angel One rises 17% on heavy volumes, up 25% in five sessions","Angel One is one of the few IPOs that listed below its issue price and still became a multibagger. The stock has surged 25 percent in the last five sessions. 
",08/22/2024
"Tech Mahindra to sell 103-acre land in Hyderabad to Mahindra University for Rs 535 crore, shares gain","The objective of the sale is to set up Mahindra University 'as an autonomous institution that focuses on the betterment of society' 
",08/22/2024
Buy Senco Gold; target of Rs 1350: Motilal Oswal,"Motilal Oswal is bullish on Senco Gold has recommended buy rating on the stock with a target price of Rs 1350 in its research report dated August 15, 2024. 
",08/22/2024
Buy HPCL; target of Rs 460: Motilal Oswal,"Motilal Oswal is bullish on HPCL has recommended buy rating on the stock with a target price of Rs 460 in its research report dated August 15, 2024. 
",08/22/2024
Hold KNR Constructions: target of Rs 370: Sharekhan,"Sharekhan recommended hold rating on KNR Constructions with a target price of Rs 370 in its research report dated August 16, 2024. 
",08/22/2024
Hold Vinati Organics: target of Rs 2243: Sharekhan,"Sharekhan recommended hold rating on Vinati Organics with a target price of Rs 2243 in its research report dated August 19, 2024. 
",08/22/2024
Buy Gabriel India; target of Rs 558: Sharekhan,"Sharekhan is bullish on Gabriel India has recommended buy rating on the stock with a target price of Rs 558 in its research report dated August 16, 2024. 
",08/22/2024
Buy Suprajit Engineering; target of Rs 728: Sharekhan,"Sharekhan is bullish on Suprajit Engineering has recommended buy rating on the stock with a target price of Rs 728 in its research report dated August 16, 2024. 
",08/22/2024
Buy Finolex Cables; target of Rs 1650: Sharekhan,"Sharekhan is bullish on Finolex Cables has recommended buy rating on the stock with a target price of Rs 1650 in its research report dated August 19, 2024. 
",08/22/2024
CDSL: Robust earnings performance justifies stock rally,"Potential opportunity from mandatory demat accounts for unlisted companies, optionality from new business ventures, and issuance of insurance policies in demat form are all strong drivers. 
",08/22/2024
Who’ll win the next round—large-caps or mid- and small-caps?,"Prices of mid- and small-caps have risen, but they are not entirely driven by rise in earnings 
",08/22/2024
Option strategy of the day | Long build up in OFSS; Bull call spread recommended,"The relative strength index is at 61, indicating possibility more room for potential gains, said technical analyst.. 
",08/22/2024
ICICI Securities sees sharp downside for Mazagon Dock stock once again; will the brokerage be right this time?,"ICICI Securities is one of the few brokerages to consistently issue bearish forecasts for Mazagon Dock Shipbuilders, only to see the stock defy its predictions every single time so far 
",08/22/2024
"Mid-day Mood | Nifty, Sensex extend gains as bank, IT stocks rally; India VIX down 2%","ndia's VIX also eased further by over 2 percent to hover at 14.  The index has been on a downtrend, declining 12 percent in the past 5 sessions. 
",08/22/2024
Top 10 Category III AIFs in July: InCred's Emerging Business Fund leads with 11.46% return,"At the top was InCred Asset Management's Emerging Business Fund with a return of 11.46 percent in July. 
",08/22/2024
Nucleus Software stock hits 20% upper circuit as board to consider share buyback on Aug 22,"The last buyback by Nucleus Software was done in 2021 at Rs 700 per share 
",08/22/2024
Allcargo Logistics stock zooms 12% on healthy business update for July,"Allcargo Logistics stock has fallen around 18 percent so far this year, underperforming benchmark Nifty 50, which gained over 13 percent during this period. 
",08/22/2024
Buy LT Foods; target of Rs 378: Geojit Financial Services,"Geojit Financial Services is bullish on LT Foods has recommended buy rating on the stock with a target price of Rs 378 in its research report dated August 16, 2024. 
",08/22/2024
Buy Suprajit Engineering; target of Rs 725: Emkay Global Financial,"Emkay Global Financial is bullish on Suprajit Engineering has recommended buy rating on the stock with a target price of Rs 725 in its research report dated August 18, 2024. 
",08/22/2024
Buy Kalpataru Projects; target of Rs 1550: Emkay Global Financial,"Emkay Global Financial is bullish on Kalpataru Projects has recommended buy rating on the stock with a target price of Rs 1550 in its research report dated August 19, 2024. 
",08/22/2024
Buy Hindalco Industries; target of Rs 749: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Hindalco Industries has recommended buy rating on the stock with a target price of Rs 749 in its research report dated August 13, 2024. 
",08/22/2024
Buy Jupiter Life Line Hospitals; target of Rs 1475: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Jupiter Life Line Hospitals has recommended buy rating on the stock with a target price of Rs 1475 in its research report dated August 12, 2024. 
",08/22/2024
Buy S Chand and Company; target of Rs 312: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on S Chand and Company has recommended buy rating on the stock with a target price of Rs 312 in its research report dated August 13, 2024. 
",08/22/2024
Buy Apollo Hospitals Enterprise; target of Rs 7150: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Apollo Hospitals Enterprise has recommended buy rating on the stock with a target price of Rs 7150 in its research report dated August 15, 2024. 
",08/22/2024
Buy Sunteck Realty; target of Rs 700: Prabhudas Lilladher,"Prabhudas Lilladher is bullish on Sunteck Realty has recommended buy rating on the stock with a target price of Rs 700 in its research report dated August 19, 2024. 
",08/22/2024
"Nifty, Sensex modestly higher ahead of Powell's speech, Zomato trades in a block","This week's focus will be FOMC meeting minutes and Fed Chair Powell's speech at the Jackson Hole Economic Symposium for indications of future interest rate policy 
",08/22/2024
"HCL Tech slips as CFO Aggarwal quits, Walia to replace; analysts expect smooth transition","Analysts believe that the internal appointment should help make transition smooth and should not be an area of concern for investors. 
",08/22/2024
Ola Electric stock slips 14% from record high; should you book profit?,"Ola Electric: A large trade involving 2.3 crore shares, representing 0.5 percent equity worth Rs 353 crore, changed hands at an average price of Rs 151 per share. 
",08/22/2024
"Agri Picks Report August 20, 2024: Geojit Financial Services","According to Geojit, The International Grains Council has lowered its estimate for global grain output for 2024-25 by 6 mln tn on month to 2,315 mln tn. IGC in July estimated the global wheat and coarse grains output at 2,321 mln tn. 
",08/22/2024
"Zomato sees Rs 5,438.50 crore block deal as Antfin Singapore likely sells stake","As per Zomato's latest shareholding data, Antfin Singapore Holding owned a 4.3 percent stake in the food delivery platform. The stake sale also triggers a 90-day lock-in period before Antfin can execute another round of equity dilution. 
",08/22/2024
Large hospital chains withstand seasonal slowdown better in June 2024 quarter,"Apollo Hospitals, Fortis Healthcare and Max Healthcare clocked decent growth in revenues despite a disruption to international patient flows 
",08/22/2024
"Hi-Tech Pipes hits record high on Rs 105 cr order win, fund raise plans","Hi-Tech Pipes plans to raise the funds through various options, including a private placement, one or more qualified institutional placements, a follow-on public issue, or a rights issue 
",08/22/2024
"Live: Indian equity market poised for further upside? | In Focus: Zomato, Bajaj Auto | Opening Bell","With the lack of positive trigger, Nifty managed to close in the green however shutting shop below the 24,600 levels.As long as the Nifty 50 sustains above the 24,500-24,550 area, a march towards the 24,700-24,800 zone is likely amid consolidation in the coming sessions, while the 24,400-24,300 range is expected to act as a support area. Among stocks in focus will be Zomato on back of reports of a block deal. IndusInd Bank as it gets approval for a Mutual Fund arm and Bajaj Auto which says it will take a hit in its bottom line of Rs 211 cr due to the indexation benefit withdrawal. Moneycontrol's Stacy Pereira speaks with Osho Krishan, Sr. Analyst - Technical & Derivative Research, Angel One about all this and more on Opening Bell 
",08/22/2024
"What next for the Indian markets, post a mixed bag of corporate earnings in Q1?","The progress of monsoon in India, rate cuts by global central banks, and the upcoming US election hold the key 
",08/22/2024
"Nomura calls IndusInd Bank's mutual fund foray a positive, may pave way for others","While a step forward for IndusInd Bank, Nomura emphasizes that the success of the new AMC subsidiary will depend on the scale it can achieve. 
",08/22/2024
"Poly Medicure launches QIP to raise Rs 1,000 crore: CNBC-TV18","Shares of Poly Medicure are up for grabs within an indicative price range of Rs 1,850 to Rs 1,880 apiece in the QIP, implying a discount of about 11.6 percent from the stock's closing price. 
",08/22/2024
"Titagarh Rail gets 'overweight' rating from Morgan Stanley, stock trades ex-dividend today","Titagarh Rail shares will trade ex-dividend on August 20. The company's board of directors declared a final dividend of Rs 0.80 per equity share with a face value of Rs 2 for FY24. 
",08/22/2024
"World Street | US markets shine, Goldman Sachs trims recession fears, oil cools and more","Here’s a quick roundup of the latest global happenings: US markets continued their winning streak for a third day, sparking gains in Asian markets, and more! 
",08/22/2024
"Closing Bell: Sensex gains 280 pts, Nifty at 24,700; financials rally","Biggest Nifty gainers included SBI Life Insurance, HDFC Life, Bajaj Finserv, Shriram Finance and IndusInd Bank, while losers were ONGC, Bharti Airtel, Adani Enterprises, Cipla and Apollo Hospitals. Except FMCG, all other sectoral indices ended in the green with bank, healthcare, IT, metal, power up 0.5-1 percent. The BSE midcap index rose 1 percent while smallcap index added 0.5 percent. 
",08/22/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
",08/22/2024
"Stock Radar: IndusInd Bank, Zomato, HCL Tech, Saraswati Saree Depot, Nucleus Software in focus on Tuesday","HCL Technologies, MRO-TEK Realty, Bajaj Auto, Motilal Oswal Financial Services, IndusInd Bank, Hi-Tech Pipes, Sequent Scientific, and Prudent Corporate Advisory Services will also be in focus on August 20. 
",08/22/2024
"Trade Spotlight: How should you trade Alembic, Huhtamaki, Delhivery, Voltas, Aarti Industries, and others on Tuesday?","Experts suggest that consolidation may continue until the index decisively surpasses the 24,700-24,800 area, with 24,400-24,300 likely serving as the support zone. Here are some trading ideas for the near term. 
",08/22/2024
Hold Ratnamani Metals and Tubes: target of Rs 3832: Sharekhan,"Sharekhan recommended hold rating on Ratnamani Metals & Tubes with a target price of Rs 3832 in its research report dated August 14, 2024. 
",08/22/2024
Buy TCI Express; target of Rs 1350: Sharekhan,"Sharekhan is bullish on TCI Express has recommended buy rating on the stock with a target price of Rs 1350 in its research report dated August 14, 2024. 
",08/22/2024
Buy Max Financial Services; target of Rs 1200: Sharekhan,"Sharekhan is bullish on Max Financial Services has recommended buy rating on the stock with a target price of Rs 1200 in its research report dated August 14, 2024. 
",08/22/2024
Buy Ipca Laboratories; target of Rs 1600: Sharekhan,"Sharekhan is bullish on Ipca Laboratories has recommended buy rating on the stock with a target price of Rs 1600 in its research report dated August 14, 2024. 
",08/22/2024
Buy Hero MotoCorp; target of Rs 6057: Sharekhan,"Sharekhan is bullish on Hero MotoCorp has recommended buy rating on the stock with a target price of Rs 6057 in its research report dated August 14, 2024. 
",08/22/2024
Buy PNC Infratech; target of Rs 600: Sharekhan,"Sharekhan is bullish on PNC Infratech has recommended buy rating on the stock with a target price of Rs 600 in its research report dated August 13, 2024. 
",08/22/2024
Buy Lumax Auto Technologies; target of Rs 650: Sharekhan,"Sharekhan is bullish on Lumax Auto Technologies has recommended buy rating on the stock with a target price of Rs 650 in its research report dated August 13, 2024. 
",08/22/2024
Buy CESC; target of Rs 199: Sharekhan,"Sharekhan is bullish on CESC has recommended buy rating on the stock with a target price of Rs 199 in its research report dated August 13, 2024. 
",08/22/2024
Buy Balrampur Chini Mills; target of Rs 615: Sharekhan,"Sharekhan is bullish on Balrampur Chini Mills has recommended buy rating on the stock with a target price of Rs 615 in its research report dated August 13, 2024. 
",08/22/2024
Buy Aarti Industries; target of Rs 848: Sharekhan,"Sharekhan is bullish on Aarti Industries has recommended buy rating on the stock with a target price of Rs 848 in its research report dated August 12, 2024. 
",08/22/2024
Buy APL Apollo Tubes; target of Rs 1850: Sharekhan,"Sharekhan is bullish on APL Apollo Tubes has recommended buy rating on the stock with a target price of Rs 1850 in its research report dated August 12, 2024. 
",08/22/2024
Buy Balkrishna Industries; target of Rs 3195: Sharekhan,"Sharekhan is bullish on Balkrishna Industries has recommended buy rating on the stock with a target price of Rs 3195 in its research report dated August 12, 2024. 
",08/22/2024
"Taking Stock: Sensex, Nifty end flat amid volatility; oil & gas, metal stocks gain","Top Nifty gainers were Hindalco Industries, BPCL, Shriram Finance, Tata Steel and LTIMindtree, while losers were M&M, Bajaj Auto, Axis Bank, IndusInd Bank and SBI Life Insurance. 
",08/22/2024
CWD shares at 20% upper circuit after Rs 100 crore PhonePe order,"CWD operates in the Electronics System Design and Manufacturing (ESDM) sector and is betting on various government initiatives aimed at boosting domestic manufacturing. 
",08/22/2024
Reduce Indian Railway Catering and Tourism Corporation; target of Rs 822: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Indian Railway Catering and Tourism Corporation with a target price of Rs 822 in its research report dated August 17, 2024. 
",08/22/2024
Reduce Aarti Industries; target of Rs 635: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Aarti Industries with a target price of Rs 635 in its research report dated August 12, 2024. 
",08/22/2024
Reduce Ipca Laboratories; target of Rs 1250: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Ipca Laboratories with a target price of Rs 1250 in its research report dated August 15, 2024. 
",08/22/2024
Reduce Gujarat Fluorochemicals; target of Rs 2907: Prabhudas Lilladher,"Prabhudas Lilladher recommended reduce rating on Gujarat Fluorochemicals with a target price of Rs 2907 in its research report dated August 14, 2024. 
",08/22/2024
Raamdeo Agrawal keen to gauge mood of foreign investors after run up in stocks,"At the 20th Annual Investor Conference of Motilal Oswal, Raamdeo Agrawal said he will be scouting for bright spots and newer opportunities as well as trying to assess what the behaviour of FIIs will be. 
",08/22/2024
Sebi probing role of unregistered ‘IPO advisory firms’ in SME IPO segment,"The capital market regulator is investigating the actions of 3-4 IPO advisory firms — based in Mumbai and Ahmedabad — and have been hyper active in the SME IPO segment 
",08/22/2024
Hold Cera Sanitaryware; target of Rs 9872: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Cera Sanitaryware with a target price of Rs 9872 in its research report dated August 13, 2024. 
",08/22/2024
Hold Navneet Education; target of Rs 161: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Navneet Education with a target price of Rs 161 in its research report dated August 14, 2024. 
",08/22/2024
Hold Voltas; target of Rs 1598: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Voltas with a target price of Rs 1598 in its research report dated August 16, 2024. 
",08/22/2024
Hold Hindustan Aeronautics; target of Rs 4515: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Hindustan Aeronautics with a target price of Rs 4515 in its research report dated August 14, 2024. 
",08/22/2024
Hold Nazara Technologies; target of Rs 923: Prabhudas Lilladher,"Prabhudas Lilladher recommended hold rating on Nazara Technologies with a target price of Rs 923 in its research report dated August 14, 2024. 
",08/22/2024
"Motilal Oswal, Kotak Equities bullish on HDFC Bank, see over 13% upside potential","With the banking industry grappling with a high credit-to-deposit (CD) ratio, analysts are closely watching how the bank navigates this challenge to maintain profitability 
",08/22/2024
Accumulate Hero Motocorp; target of Rs 5911: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Hero Motocorp with a target price of Rs 5911 in its research report dated August 15, 2024. 
",08/22/2024
"Accumulate Voltamp Transformers; target of Rs 14,922: Prabhudas Lilladher","Prabhudas Lilladher recommended accumulate rating on Voltamp Transformers with a target price of Rs 14,922 in its research report dated August 13, 2024. 
",08/22/2024
Accumulate TCI Express; target of Rs 1250: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on TCI Express with a target price of Rs 1250 in its research report dated August 13, 2024. 
",08/22/2024
Accumulate NMDC; target of Rs 253: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on NMDC with a target price of Rs 253 in its research report dated August 17, 2024. 
",08/22/2024
Accumulate Engineers India; target of Rs 250: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Engineers India with a target price of Rs 250 in its research report dated August 13, 2024. 
",08/22/2024
Accumulate Endurance Technologies; target of Rs 2696: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Endurance Technologies with a target price of Rs 2696 in its research report dated August 15, 2024. 
",08/22/2024
Accumulate Aurobindo Pharma; target of Rs 1525: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Aurobindo Pharma with a target price of Rs 1525 in its research report dated August 13, 2024. 
",08/22/2024
Accumulate Vinati Organics; target of Rs 2237: Prabhudas Lilladher,"Prabhudas Lilladher recommended accumulate rating on Vinati Organics with a target price of Rs 2237 in its research report dated August 12, 2024. 
",08/22/2024
IRCTC Q1 FY25 – Why the unexciting earnings trajectory could hinder valuation rerating,"With high-margin internet ticketing almost reaching saturation, incremental margin drivers may be absent 
",08/22/2024
"Escorts Kubota shares subdued after Rs 4,500 crore UP investment proposal","Escorts Kubota Share Price | The company intends to utilise a part of this land for setting up additional tractor and engine manufacturing capacity and balance for meeting its future growth requirements. 
",08/22/2024
"Medi Assist: Steady Q1, margin set to improve in FY25","Reduction in GST on individual health insurance policies can trigger stock upside 
",08/22/2024
PVR Inox stock dances to Stree 2's tunes; rises 4%,"The Shraddha Kapoor and Rajkummar Rao starrer horror-comedy has been gaining strong traction from viewers as it is inching closer the Rs 200 crore box office collection mark in India. 
",08/22/2024
Shriram Finance hits all-time high as HSBC sees 17% upside for stock,"Shriram Finance is in the most convincing operating period in over a decade, thanks to strategic clarity and healthy metrics, say HSBC analysts 
",08/22/2024
Hind Zinc tanks by 21% in four days as promoter Vedanta offloads stake in OFS,"Vedanta announced on August 16 that it will exercise the oversubscription option in the offer-for-sale to the extent of over 1.21 crore shares, representing 0.29 percent of total paid-up equity capital of the company. 
",08/22/2024
Apeejay Surrendra Park Hotels: Why you should buy this hotel stock,"Apeejay Surrendra Park Hotels is among the quality hotel stocks with a strong brand, and industry-leading occupancy and return ratios. A pickup in growth would lead to a re-rating. 
",08/22/2024
Voltas rises 4% post 3-day slide; brokerages cautious on management's guidance,"Analysts expressed caution on the management's unchanged guidance and limited margin expansion potential in the near future 
",08/22/2024
Interarch Building Products IPO: Can this add muscle to your portfolio?,"Rising demand for quick and affordable construction makes this IPO a standout choice; attractive valuations are adding to its appeal 
",08/22/2024
"Agri Picks Report August 19, 2024: Geojit Financial Services","According to Geojit, Farmers in Telangana sowed kharif crops over 9.4 mln acres as of Wednesday, down nearly 7% from a year ago, according to the state's kharif acreage report. 
",08/22/2024
"Mutual funds invest over Rs 2,000 crore in Adani group stocks in July","More importantly, the quantum of mutual fund buying has been consistently rising over the past few months. In June, the group saw Rs 990 crore net buying from mutual funds, which was higher than May when the buying was pegged at Rs 880 crore. 
",08/22/2024
"Live: Will Nifty extend upward journey towards 24,700? | In Focus: PSBs, Zomato | Opening Bell","After several days of consolidation, the Nifty-50 recorded a strong rally on August 16 closing above 24,500 levels.From a technical perspective, the index now appears poised to test the 24,700 and 25,000 levels in this week, as these are key resistance zones that need to be breached. Conversely, a close below 24,100 could signal a bearish breakdown. So, a 'buy on dips"" could hold upon till 24,100 levels. On the global front, the market may see some consolidation with a positive bias, with focus on the FOMC minutes, the Fed chair speech in Jackson Hole, and global trends. As for stocks specific action,  GMR Airports Infrastructure, Kolte-Patil Developers and Escorts Kubota will be in focus on Monday. Moneycontrol's Stacy Pereira speaks with Aamar Deo Singh-Sr Vice President, Angelone about all this and more on Opening Bell 
",08/22/2024
"UBS cheers for Zomato's Q1 earnings surprise, lifts price target to top Rs 300-mark","UBS is among the first brokerages that assigned a price target of over Rs 300 for Zomato, backed by the company's strong Q1 earnings show and scope for margin expansion. 
",08/22/2024
"World Street | Asian markets ease, oil prices cool, China's new loans at 15-year low, and more","Here’s a snapshot of top global developments: Asian markets take a pause after last week's rally, oil prices ease due to soft demand from China, and more! 
",08/22/2024
"Closing Bell: Sensex, Nifty end flat; mid, smallcaps shine","Top Nifty gainers were Hindalco Industries, BPCL, Shriram Finance, Tata Steel and LTIMindtree, while losers were M&M, Bajaj Auto, Axis Bank, IndusInd Bank and SBI Life Insurance. On the sectoral front, except auto and bank, all other indices ended higher with healthcare, IT, metal, oil & gas, power, telecom, media up 0.5-2 percent. The BSE midcap index was up 0.5 percent while smallcap index added 1 percent. 
",08/22/2024
First Tick: Top 10 global cues for today’s trade,"The GIFT Nifty is indicating a positive start for the day. 
",08/22/2024
"Stock Radar: Kolte Patil, Allsec Tech, DCX Systems, Caplin Point, Techno Electric in focus on Monday","GMR Airports Infrastructure, Samvardhana Motherson International, Adani Enterprises, Bank of Maharashtra, 
Mphasis, Hindustan Zinc, Jubilant Pharmova, and Escorts Kubota will also be in focus on Monday. 
",08/22/2024
"Trade Spotlight: How should you trade Zensar Tech, Lodha, BSE, Polyplex Corp, Coromandel, and others on Monday?","Experts expect the Nifty 50 to continue its upward journey towards the 24,700-24,800 zone, though some consolidation is likely. Above this range, the level to watch is 25,000, while on the downside, 24,300-24,200 is the key support area. Here are some trading ideas for the near term. 
",08/22/2024
"Nifty poised to hit 24,700 next week? 3 top stock picks for short-term gains by Jigar Patel of Anand Rathi","From a technical perspective, the Nifty 50 now appears poised to test the 24,700 and 25,000 levels in the coming week, as these are key resistance zones that need to be breached. 
",08/22/2024
"Iron Butterfly, a solution for range-bound market: Shubham Agarwal","Writing Options during a tight range bound market could be profitable yet highly risky. This is because the breakouts could take away more than what we have earned during the range writing trades. 
",08/22/2024
Jubilant Pharmova to invest in MNC Pierre Fabre’s French R&D centre via new unit,"The French R&D centre has capability of conducting discovery and early development in immune-oncology. 
",08/22/2024
"Business in the Week Ahead: August 19-23, 2024","Two new IPOs will open for subscription. Flash PMIs, Jackson Hole conference and Japan inflation are the key data, events to track 
",08/22/2024
"Bulls take Nifty past 24,500 as all sectors rally, VIX cools off","The India VIX, also known as the fear gauge to assess market anxiety, eased almost 8 percent to fall below 15 levels. 
",08/22/2024
Hold Alembic Pharmaceutical; target of Rs 1122: KR Choksey,"KR Choksey recommended hold rating on Alembic Pharmaceutical with a target price of Rs 1122 in its research report dated August 13, 2024. 
",08/22/2024
SoftBank is picking stock winners in India’s red-hot IPO market,"The Indian IPOs are a positive sign after the Vision Fund segment fell to a loss of ¥204.3 billion ($1.4 billion) in the June quarter, weighed down by writedowns on a portfolio of young, loss-making technology companies. 
",08/22/2024
Accumulate Tata Motors; target of Rs 1156: KR Choksey,"KR Choksey recommended accumulate rating on Tata Motors with a target price of Rs 1156 in its research report dated August 12, 2024. 
",08/22/2024
Accumulate Tata Consumer Products; target of Rs 1310: KR Choksey,"KR Choksey recommended accumulate rating on Tata Consumer Products with a target price of Rs 1310 in its research report dated August 12, 2024. 
",08/22/2024
Accumulate Sun Pharmaceutical Industries; target of Rs 1827: KR Choksey,"KR Choksey recommended accumulate rating on Sun Pharmaceutical Industries with a target price of Rs 1827 in its research report dated August 13, 2024. 
",08/22/2024
Neutral Vodafone Idea; target of Rs 15: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Vodafone Idea with a target price of Rs 15 in its research report dated August 13, 2024. 
",08/22/2024
Neutral Piramal Enterprises; target of Rs 950: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Piramal Enterprises with a target price of Rs 950 in its research report dated August 14, 2024. 
",08/22/2024
Neutral Nalco; target of Rs 185: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Nalco with a target price of Rs 185 in its research report dated August 12, 2024. 
",08/22/2024
Neutral Muthoot Finance; target of Rs 1720: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Muthoot Finance with a target price of Rs 1720 in its research report dated August 13, 2024. 
",08/22/2024
Neutral Alkyl Amines; target of Rs 1955: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Alkyl Amines with a target price of Rs 1955 in its research report dated August 12, 2024. 
",08/22/2024
Neutral Aurobindo Pharma; target of Rs 1500: Motilal Oswal,"Motilal Oswal recommended Neutral rating on Aurobindo Pharma with a target price of Rs 1500 in its research report dated August 12, 2024. 
",08/22/2024
Buy Vinati Organics; target of Rs 2425: Motilal Oswal,"Motilal Oswal is bullish on Vinati Organics has recommended buy rating on the stock with a target price of Rs 2425 in its research report dated August 12, 2024. 
",08/22/2024
Buy TCI Express; target of Rs 1400: Motilal Oswal,"Motilal Oswal is bullish on TCI Express has recommended buy rating on the stock with a target price of Rs 1400 in its research report dated August 13, 2024. 
",08/22/2024
Buy Voltas; target of Rs 1800: Motilal Oswal,"Motilal Oswal is bullish on Voltas has recommended buy rating on the stock with a target price of Rs 1800 in its research report dated August 12, 2024. 
",08/22/2024
Buy Samvardhana Motherson; target of Rs 218: Motilal Oswal,"Motilal Oswal is bullish on Samvardhana Motherson has recommended buy rating on the stock with a target price of Rs 218 in its research report dated August 14, 2024. 
",08/22/2024
Buy Metro Brands; target of Rs 1460: Motilal Oswal,"Motilal Oswal is bullish on Metro Brands has recommended buy rating on the stock with a target price of Rs 1460 in its research report dated August 12, 2024. 
",08/22/2024
Buy Manappuram Finance; target of Rs 250: Motilal Oswal,"Motilal Oswal is bullish on Manappuram Finance has recommended buy rating on the stock with a target price of Rs 250 in its research report dated August 13, 2024. 
",08/22/2024
Buy Hindalco; target of Rs 750: Motilal Oswal,"Motilal Oswal is bullish on Hindalco has recommended buy rating on the stock with a target price of Rs 750 in its research report dated August 13, 2024. 
",08/22/2024
Buy EPL; target of Rs 275: Motilal Oswal,"Motilal Oswal is bullish on EPL has recommended buy rating on the stock with a target price of Rs 275 in its research report dated August 13, 2024. 
",08/22/2024
Buy Campus Activewear; target of Rs 335: Motilal Oswal,"Motilal Oswal is bullish on Campus Activewear has recommended buy rating on the stock with a target price of Rs 335 in its research report dated August 12, 2024. 
",08/22/2024
Buy APL Apollo Tubes; target of Rs 1720: Motilal Oswal,"Motilal Oswal is bullish on APL Apollo Tubes has recommended buy rating on the stock with a target price of Rs 1720 in its research report dated August 12, 2024. 
",08/22/2024
Accumulate Minda Corporation; target of Rs 554: KR Choksey,"KR Choksey recommended accumulate rating on Minda Corporation with a target price of Rs 554 in its research report dated August 16, 2024. 
",08/22/2024
"DLF shares surge on JPMorgan's target upgrade, sees 17% stock upside","The revision comes as analysts forecast that the company will exceed $1 billion in operating cash flow at the group level in FY25 
",08/22/2024
Shiva Cement shares rise 15% as promoter JSW Cement moves closer to file DRHP,"Shiva Cement (SCL) a part of the JSW Group and supplies clinker to the parent entity. JSW Cement hold over 59 percent stake in Shiva Cement, as has infused funds into SCL. 
",08/22/2024
Buy DCX Systems; target of Rs 519: KR Choksey,"KR Choksey is bullish on DCX Systems has recommended buy rating on the stock with a target price of Rs 519 in its research report dated August 16, 2024. 
",08/22/2024
Buy Fineotex Chemicals; target of Rs 529: KR Choksey,"KR Choksey is bullish on Fineotex Chemicals has recommended buy rating on the stock with a target price of Rs 529 in its research report dated August 13, 2024. 
",08/22/2024
"Indices continue to trade within 1% range; Nifty's key straddle positioned at 24,300","Nifty's short-term support is positioned between 23,950 and 24,000. 
",08/22/2024
"Mid-day Mood| Nifty, Sensex firmly in green as IT, Realty stocks shine; India VIX down 5%","The Nifty IT was the brightest spark, rising 2 percent in the afternoon after gains in TCS, Infosys, Wipro, Tech Mahindra and HCL Tech heavily contributed to upbeat sentiment. 
",08/22/2024
"Max Financial falls 5% on squeezed insurance margins, brokerages turn cautious","Brokerages adopted a 'neutral' stance on the stock, noting that the management's optimistic margin outlook is far-fetched 
",08/22/2024
Sell Mazagon Dock Shipbuilders; target of Rs 1165: ICICI Securities,"ICICI Securities is bearish on Mazagon Dock Shipbuilders has recommended sell rating on the stock with a target price of Rs 1165 in its research report dated August 16, 2024. 
",08/22/2024
"Ola Electric shares rise 20% on first Buy call, foray into electric motorcycles","Despite a conservative stance on EV penetration in India, HSBC believes Ola Electric is 'worth investing in' due to sustained policy support, ability to reduce costs, and a favourable risk-reward profile for the battery venture. 
",08/22/2024
Aurobindo Pharma stock tumbles after US FDA slaps warning letter to Eugia unit-III,"Despite the regulatory hiccups, the management of Aurobindo Pharma remains confident of its arm, Eugia Pharma recording sales of $600 million in FY25. 
",08/22/2024
EaseMyTrip Q1 FY25 – Defending profitability at the cost of market share,"Though the stock offers value, the increase in competitive intensity is an area of concern 
",08/22/2024
"Hero MotoCorp Q1: Deserves a look, thanks to positive rural sentiment","Stable commodity prices, a good monsoon, and increased government spending in rural areas are the expected tailwinds for the company 
",08/22/2024
"Weak Q1 weighs on SpiceJet, Ajay Singh plans Rs 3,000 crore QIP","In response to shrinking profitability, the budget carrier has planned to raise Rs 3,000 crore through a qualified institutional placement by next month. 
",08/22/2024
