Title,Description
Will Union Budget 2024 up the stakes in the global value chain gamble?,"Lowering import tariffs and a host of other measures can help enhance India’s GVC participation 
"
Union Budget 2024: The myth of central government neglect of social sectors,"Budget 2024-25: Budgetary allocations to agriculture, housing and rural development have all increased, as a percentage of GDP 
"
Global Fund manager survey: The shape of things to come,"More than a fifth of the participants in the Bank of America Asian fund manager survey are looking to forego China equities altogether and pursue opportunities elsewhere. The Japanese, Indian and Taiwan markets are big beneficiaries 
"
Financial assets rose 23% during pandemic owing to asset price gains: RBI Bulletin,"Natural rate of interest rose as potential growth got a lift after pandemic, says another article in RBI Bulletin 
"
"Why are Kerala, Andhra Pradesh vying for Karnataka firms?","A Moneycontrol analysis shows that Karnataka’s factories perform better than Andhra Pradesh and Kerala; value added per firm in Karnataka is at least double that of the two states 
"
Federal Reserve’s critics on inflation should now champion July cut,"Policymakers were roasted for delaying interest rate increases in 2021 and 2022 as prices surged. Now, they risk falling behind the curve with cuts, too 
"
Moneycontrol Pro Panorama | Karnataka’s risky experiment on job reservation ,"In Moneycontrol's Pro Panorama latest edition: Karnataka’s risky experiment for job reservation for locals, how a likely affordable housing push and infra boost in Union Budget could be good news for investors, India completes 55 years of bank nationalisation, and more 
"
India targets $110 billion FDI a year to help boost economy,"India’s annual average FDI in the seven years through March 2023 amounted to $71 billion, according to figures from the investment agency, which is a joint venture between the Ministry of Commerce and private business chambers. 
"
Malaysia requests India to ease export curbs on some farm goods,"India's abrupt export curbs on farm goods are bad for Malaysia, Johari Bin Abdul Ghani said on the sidelines of an industry conference in New Delhi. 
"
"Fiscal deficit at 5% of GDP for FY25, nominal growth at 11%: MC Economists Poll","Budget will provide a push for rural economy; economists cite jobless growth and muted consumption as primary concerns 
"
India plans to ease rice export curbs as stocks surge to record,"The world's biggest rice exporter imposed various curbs on exports in 2023 and continued them in 2024 in an effort to keep local prices in check ahead of the general elections held in April-May. 
"
Investors grapple with the Trump trade,"A second term for the former president would probably reverberate more in markets outside the US 
"
"Karnataka govt will provide industry-ready skills for locals, no need for businesses to panic: IT minister Priyank Kharge","""The bill has not been implemented yet, so industries should not worry as nothing will happen without their consultation,"" Kharge said. 
"
Union Budget 2024: Rural India needs policy support to become resilient,"Budget 2024-25 needs to address rural distress in the short term and provide a solid statement on long-term economic policy that strengthens the sector 
"
India’s digital payments system needs simpler KYC process to reach newer heights,"Two challenges that need to be addressed to build on the initial success is to make it easier for more people to enter the ecosystem. At the same time, protecting privacy and safeguarding users from cyberattacks are essential to retain trust 
"
"MC Exclusive: With an eye on state elections, kisan and mahila could be focus for Budget 2024","A Rs 1,000 per month transfer to farmers, cash transfer for women below poverty line are likely focus areas for Modi 3.0's maiden budget 
"
US stocks mostly down amid talk of 'overbought' market,"The Dow remained modestly positive, while both the S&P 500 and Nasdaq were firmly in the red 
"
Rising US rate cut optimism steers gold to all-time high,"Spot gold was up 0.2% at $2,473.89 per ounce as of 1002 GMT, after hitting an all-time high of $2,482.29 earlier in the session. U.S. gold futures gained 0.4% to $2,478.50 
"
In Charts: India's economy poised for robust growth ahead of Union Budget,"India's economy is expanding at the fastest rate among major emerging economies, and tax receipts are higher, factors that could prompt Finance Minister Nirmala Sitharaman to increase spending in the new 2024/25 budget that will be presented to parliament on July 23 
"
"Mango tastes sour this summer as wholesale price sizzles at Rs 48.5 a kg, up 20.7%","India’s favorite fruit, mango, cost 37 percent more in June than last year. Overall, Indians paid more for fruits and will continue to for the next few months. WPI in fruits doubled to 10.14% in June 
"
India's food subsidies to cost 11% more than initial plan,"The country's combined food and fertiliser bill is expected to reach 3.88 trillion rupees, up 5% rise from the estimate in the interim budget unveiled before the election. 
"
Karnataka’s domicile-based reservation is a bad idea that will fail in court,"Similar reservation by Haryana was struck down. Skilling mismatch in the job market is a challenge. But reservations are not the solution  
"
Karnataka's job quota for locals: Industries minister says 'everyone's interests will be safeguarded',"Minister for Commerce & Industries, Infrastructure MB Patil said that Karnataka is a progressive state, and cannot afford to lose in this once-in-a-century race of industrialisation 
"
Junk this bill: Industry leaders slam Karnataka's job quota for locals,"Many industry leaders said the focus should be on skills, not reservations. They said Karnataka government's decision may force them to relocate to other states. Pro-Kannada organisations welcomed the decision as a boon for locals. 
"
ADB keeps 7% growth forecast unchanged for Indian economy in FY25,"The Asian lender projected the economy to grow faster at 7.2% in FY26; inflation to decline to 4.6% in FY25 and 4.5% in FY26 
"
Union Budget 2024: The four themes of growth,"Underlining the priorities for the full Union Budget for this fiscal 
"
Gold sprints to all-time high as Fed rate-cut hopes boost demand,"Spot gold gained 1.6% to $2,460.99 per ounce by 11:32 a.m. ET (1532 GMT), while U.S. gold futures for August delivery rose 1.5% to $2,465.80 per ounce 
"
IMF keeps global growth forecast unchanged at 3.2% for 2024,"IMF flags upside risks to inflation, which have raised prospect for higher-for-longer rates 
"
IMF raises India’s FY25 growth forecast to 7% from 6.8%,"Higher growth from previous year and improving private consumption prompt upward revision 
"
"US retail sales unchanged in June, beating forecasts for slight drop","The flat reading in retail sales last month followed an upwardly revised 0.3% gain in May, the Commerce Department's Census Bureau said on Tuesday 
"
Budget 2024: Can FM Sitharaman Walk The Tightrope To Strike A Balance Between Populism & Prudence?,"The Centre has a target of bringing down India's fiscal deficit for FY25 to 5.1% of GDP, but will coalition politics make the govt become more populist in order to pacify allies? What about job creation, which is the opposition’s trump card against the Modi-led govt -- will the FM make it a priority? Tune into Editor’s Take with Stacy Pereira, where she discusses policy expectations from Budget 2024 with Shweta Punj. 
"
Indian bonds in demand as global stock investors seek collateral,"This development is appealing to overseas investors, as they can now earn interest on their bond holdings, unlike with traditional cash or cash-equivalent margin postings 
"
Morgan Stanley's Q2 profit jumps as investment banking recovers,"ts net income rose to $3.1 billion, or $1.82 per share, in the three months ended June 30, the bank said on Tuesday. That compares with $2.2 billion, or $1.24 per share, a year earlier 
"
How much the Federal Reserve cuts interest rates will depend on housing market,"A lot of pent-up economic energy will be unleashed once mortgage rates fall to levels that boost transactions and home-linked consumption 
"
Rupee rises 3 paise to close at 83.58 against US dollar,"Forex traders said a decline in crude oil prices favoured the rupee, while a strong US dollar capped sharp gains 
"
Why China's slowdown is not India's headache?,"As China's growth slid to 4.7 percent in Q2 2024, economists said that a Chinese slowdown could marginally impact global growth but impact on India will be limited 
"
"Revival in rural economy still a quarter away; monsoon, inflation, budget to play key roles: Experts","Recovery contingent on monsoon, lower inflation and Budget 
"
Govt plans to delink state and central premium contributions from crop insurance claims,"The Pradhan Mantri Fasal Bima Yojana is set for an overhaul with the Centre asking the insurance companies to issue the policy  to farmers regardless of the delay in contribution made by the states. 
"
Defence ministry notifies 5th indigenisation list with 346 components for DPSUs,"The list includes strategically-important line replacement units/systems/ sub-systems/assemblies/sub-assemblies/spares & components and raw materials, with import substitution value worth Rs 1,048 crore, according to the ministry 
"
What can Union Budget 2024 deliver to excite markets further?,"Budget 2024-25: Focus on capex, support to consumer sentiment, and addressing rural distress while maintaining fiscal balance are key areas to watch 
"
Will the hype and hoopla over AI spending finally pay off?,"A Goldman Sachs report raises intriguing questions that could prompt global economies, including India, to review their tech spends 
"
"69% CEOs say govt should focus on tax simplification, energy reforms under Modi 3.0: MC Survey","The Moneycontrol-Deloitte CEO survey asked 78 CEOs across industries on their assessment of the reform agenda of the newly elected government. On being asked which reforms should be the government’s top priority to boost growth, 37 percent CEOs felt that investment and trade reforms, higher exports and foreign investments should be on focus 
"
Budget Snapshot: The post COVID bump-up in Indian Railways’ revenues,"Higher freight traffic helped Indian Railways withstand the pandemic disruption to the passenger train business 
"
World Youth Skills Day: How is India placed with over 50% of population below 25?,"According to the United Nations, the number of young people aged 15-24 globally comprises 1.2 billion individuals 
"
"India implements uniform 5% tax for all aircraft, aircraft engine parts","India is among the fastest growing major aviation markets, with an aircraft fleet that is expected to increase from the current 700 to over 1,500 by 2030 
"
Inflation hurt poorer states more than rich ones post pandemic,"At 5.9%, average inflation in the five poorest states in the country, between January 2022 and June 2024, was higher than 5.78% logged by the five richest states in per capita terms 
"
Cauvery Water Dispute: Karnataka Decides to Release 8000 Cusecs to Tamil Nadu in All Party Meet,"An All-Party meet was held in Bengaluru on July 14 where discussion regarding the issues related to the Cauvery Water Regulation Committee were put forth by members of the opposition as well as legal teams. Karnataka CM Siddramaiah said that they would appeal before CWMA and also release only 8000 cusecs of water. BJP leader CT Ravi said that Karnataka would only be able to release more water depending on the rainfall situation. Listen in to what the leaders had to say 
"
"As iconic cities tackle overtourism with travel restrictions, it is time for India to step up","India should capitalise on the travel impositions brought in by some of the most popular tourist destinations in the world. A look at the how India can address the challenges it faces and how to build on its marketing strategies 
"
India's merchandise trade deficit narrows to $20.98 billion in June,"While exports fell 7.7 percent from May to $35.20 billion in June, imports declined at a faster pace of 9.25 percent to $56.18 billion. 
"
Wholesale inflation rises to 16-month high of 3.4% in June,"Consumer inflation had risen above 5% in June amid rising food prices 
"
"Budget 2024 to backstop an already compelling story, says Radhika Rao of DBS","Union Budget 2024: A good balance between supply-side investments and boosting demand will ensure a more inclusive as well as widening growth and development agenda. 
"
Will the upcoming Union Budget 2024 bring cheer to the bond markets?,"With the help of a bumper transfer from the RBI, the government is likely to don the hat of both a “fiscal hawk”, by fast-pacing fiscal consolidation, and a “growth-driving dove” through higher revenue spending 
"
"The Eastern Window: NATO seeks to expand its ambit to contain China, fully isolate Russia","Strapline: NATO, the Western military alliance, has accused China of feeding the Russian war machine engaged in Ukraine. Western countries including the U.S. want both India and China to join in their effort to isolate Russia. They are in a tearing hurry because they fear that former president Donald Trump may get elected, and undo their efforts in Ukraine  
"
Will the Third Plenum turn things around for China?,"This time, the Third Plenum is very important as the Chinese economy is facing a multitude of challenges. So much so that the Chinese authorities are issuing denunciations of social media posts in China that talk of the country being in ""the garbage time of history"" 
"
India’s net direct tax collection jumps over 19% till July 11,"The Central Board of Direct Taxes (CBDT) said net direct tax collection of Rs 5.74 lakh crore includes Corporation Tax (CIT) at Rs 2.1 lakh crore. 
"
"High inflation, better industrial growth will aid RBI in holding rates higher for longer: Economists","Food inflation risks persist, can hurt rural recovery, consumer goods growth and rate trajectory, economists said. 
"
India’s retail inflation rises to 4-month high of 5.08% in June,"Food inflation remains above 8% for eighth consecutive month 
"
"Index of industrial output surprises with a rise of 5.9% in May, shows data","The industrial output growth has risen to 5.9 percent in May, from 5 percent in the previous month, according to the official data released on July 12. 
"
"The Reading List: July 12, 2024","Our research and opinion teams have curated articles and social media gems from the world of economy, business and finance for you catch up on the weekend 
"
Business in the Week Ahead: July 15-19,"Wholesale price inflation, ECB interest rate decision and Q1 results of RIL, Infosys, HDFC Bank, Bajaj Auto, Asian Paints, UltraTech Cement, Wipro are the key events, data points to track 
"
"The US Federal Reserve should cut rates now. Sadly, it won’t","A stellar CPI report Thursday confirms that inflation is just about slayed. Now, policymakers need to think about the labour market 
"
Indian banks eye record infra bond issue for second straight fiscal year,"If successful, funds raised via these bonds in the first five months of the current fiscal year started in April will surpass the 544 billion rupees raised in fiscal year 2023/24. 
"
"Octogenarians to outnumber babies by 2063, shows UN population estimate","India could be first country to cross 2 billion if population grows faster 
"
Economists are paying more attention to our inflation fears,"The views of ordinary people shouldn’t be dismissed 
"
Online betting should be included as scheduled offences under PMLA: Report,"The report titled ‘Curbing betting and gambling in India—A national security imperative’ is authored by Rashtriya Raksha University under the Ministry of Home Affairs, which was established by the Parliament Act No. 31 in 2020. 
"
India is systemically prone to high food inflation – but it’s fixable,"Buffer stocks of the government aren’t making much difference in managing inflation  
"
India to clock GDP growth of 7% in FY25: NITI Aayog member Arvind Virmani,"""Indian economy will grow at 7 per cent plus minus point 0.5 per cent... I expect that we are on track to grow at 7 per cent for several years from today,"" he told PTI in an interview. 
"
"MCA panel suggests raising to Rs 75 crore the threshold for businesses to maintain, audit cost accounts","At present, the mandated turnover limits are set at Rs 25 crore for companies in six regulated sectors and Rs 35 crore for those in 33 unregulated sectors 
"
How tight is the Russia-India trade embrace?,"The joint statement is more aspirational as both sides will have to address several issues to fulfil the stated objectives 
"
India’s ‘TOP’ vegetables could spoil its disinflation party,"Even as some see retail inflation moderating in June, a spike in the cost of tomatoes and onion and its impact on the food index could dampen the exuberance of any fall in the headline figure. 
"
"Pledge to make India world's food basket, 100 high-yielding seeds coming soon: Shivraj Singh Chouhan","Indian Council for Agricultural Research (ICAR) will soon be launching high-yielding seeds, Agriculture Minister Shivraj Singh Chouhan has said. 
"
"Hiring trend: India Inc favours experience over youth in post-pandemic shift, shows EPF data","Indian companies are opting to hire more experienced, older workers. The good news is that women are leading the charge with the percentage of experienced women in net additions rising 167 percent in FY24 at just about a million from 371,858 in FY19. 
"
Auto component industry to see moderate growth this fiscal: ICRA,"Close to two-thirds of the auto component exports are made to North America and Europe, and one-third of the imports is made from these regions, as per the ratings agency. 
"
"Will resume agitation on pending demands of legal guarantee to MSP, farm loan waiver: SKM","The Samyukt Kisan Morcha (SKM), which led the 2020-21 farmers' protest, made the announcement a day after its general body met. 
"
"India's oil, gas exploration offers $100 billion opportunity: Hardeep Singh Puri","Speaking at the Urja Varta conference, he said the exploration and production (E&P) sector is integral in the journey towards energy self-sufficiency, which is critical for sustained economic growth. 
"
Centre to launch 125-plus fisheries projects worth over Rs 100 crore in Tamil Nadu on Friday,"These initiatives, approved under the Pradhan Mantri Matsya Sampada Yojana (PMMSY), represent a total investment exceeding Rs 100 crore. 
"
Finance ministry notifies GSTR-1A to amend outward supply form,"Last month, the GST Council had recommended providing a new optional facility by way of form GSTR-1A to facilitate the taxpayers to amend the details in form GSTR-1 for a tax period and/ or to declare additional details. 
"
India widens use of foreign currency accounts in GIFT City,"GIFT City, launched in the western state of Gujarat by Modi in 2011, has been planned as an alternative to regional financial centres like Dubai. It offers easier regulations compared with the rest of India but has seen a slow pick up in interest from foreign investors. 
"
"Powell stresses message that US job market is cooling, a possible signal of coming rate cut","""We're not just an inflation-targeting central bank,"" Powell told the House Financial Services Committee on the second of two days of semi-annual testimony to Congress. ""We also have an employment mandate."" 
"
Retail inflation for industrial workers eases to 3.86% in May,"The Consumer Price Index-Industrial Workers (CPI-IW) was 3.87 per cent in April 2024, a labour ministry statement said 
"
"MOSPI preparing Vision 2029 document with focus on AI, ML","The document is also likely to lay down a year-wise plan for the ministry to work towards 
"
Guaranteed pension model will hurt states more than the Centre,"A larger proportion of their revenue goes into servicing pensions 
"
Rupee falls 2 paise to settle at 83.51 against US dollar,"A softening American currency and inflow of foreign funds capped the fall in the local unit, forex traders said 
"
"India to sell wheat from state stocks to flour millers, biscuit makers","The government has allowed the state-run Food Corporation of India (FCI) to start offering wheat from its inventories from next month at 23,250 rupees ($279) a ton, the order said, nearly 12% lower than prevailing open market prices. 
"
"Karnataka nets Rs 6,450 crore investment commitment from Japan, South Korea; to create 1,000 jobs","Karnataka Large and Medium Industries & Infrastructure Development Minister MB Patil said promising leads worth Rs 25,000 crore identified for future collaborations 
"
"Industry, services added 33% more jobs between FY14 and FY23: SBI Research","Employment addition in FY24 also points to an increase in better-paid jobs in the economy 
"
"SCI, NMDC Steel at advanced stages of strategic sale, await nod from PMO","However, according to a senior official, strategic stake sales in government companies are not as easy now, given strong opposition and the compulsions of coalition politics. 
"
"Official employment data masks India's jobs problem, say economists","The comments follow labour department figures released this week showing 20 million new employment opportunities generated each year since 2017/18, countering a Citibank report that said only 8.8 million jobs were added each year since 2012. 
"
India inflation seen up in June due to soaring vegetable prices: Poll,"Prices of tomatoes, onions, and potatoes - staples in every Indian kitchen - surged by double digits last month as extreme heat and heavy floods in India's northern states disrupted agricultural production. 
"
Trade opportunity knocks at India’s door,"New Delhi should make the best use of the current momentum in global trade to ratchet up exports 
"
Poonam Gupta appointed as convenor of 5-member Advisory Council to 16th Finance Commission,"The Advisory Council will help broaden the sixteenth Finance Commission's ambit and understanding by seeking the best national and international practices on matters pertaining to fiscal devolution. 
"
"S&P 500, Nasdaq open at fresh record highs; Powell testimony awaited","At 9:34 a.m. ET, Dow e-minis were down 58 points, or 0.15%, S&P 500 e-minis were up 13.75 points, or 0.24%, and Nasdaq 100 e-minis were up 102.75 points, or 0.5% 
"
How stocks became the game that record numbers of Americans are playing,"A wave of technological advancements has coincided with new apps and platforms to create a thriving ecosystem where everyday people can trade stocks with the ease of swiping for dates on Tinder 
"
Modi-Putin meet: India needs a solution for the ballooning trade gap with Russia,"From being India's ninth largest import source nation in May 2022, Russia now occupies second place. But when it comes to exports, Moscow ranks a distant 25th. 
"
Bobby Jain’s complex hedge fund debut spawns fans and doubters,"His vision — laid out in the hotel’s seafood restaurant — was ambitious, even unprecedented. He would hatch a giant, fully formed hedge fund that would trade a half-dozen strategies and employ hundreds of people globally from day one 
"
Rupee gains 1 paisa to 83.49 against US dollar,"At the interbank foreign exchange market, the rupee started slightly up at 83.49 and hit an intra-day high of 83.47 and a low of 83.51 against the American currency during the session 
"
Citi says it’s time to book profits in high-flying AI equities,"Sentiment toward AI-exposed equities is the strongest since 2019 and free cash flow at the bulk of those firms is forecast to outstrip analyst expectations, according to the Citi team led by Drew Pettit 
"
"Govt eyes reforms aimed at lowering fiscal burden of crop insurance premium by Rs 5,000 cr","Yes-tech (yield estimation systems through technology) for accurate determination of claim currently covers wheat and paddy. It has been extended to soybean from kharif 2024 and is likely to cover cotton during the next six months. 
"
Investors shift to Singapore after RBI's curbs on local rupee futures,"The Reserve Bank of India has been seeking to increase the volume of rupee derivatives traded in the local market relative to offshore, which helps them have more control over the currency 
"
States need to nearly double growth to achieve $1-trillion economy goal in time,"All states are set to miss their respective $1-trillion economy goal 
"
Why Trump 2.0 might be good for investors,"Repeat of positive market outcome from former president’s first term is certainly possible 
"
Moody’s keeps India’s 2024 growth unchanged at 6.8%,"The rating firm predicted Indian economy to grow 6.4% in 2025; inflation to ease to 5.2% in 2024 and 4.8% in 2025 
"
India’s e-commerce policy likely to be on backburner amid sluggish FDI inflows,"Latest data from the Department for Promotion of Industry and Internal Trade revealed that India’s net FDI inflows contracted 3.5 percent year-on-year in FY24 to $44.42 billion, the lowest in five years. 
"
US elections: What is in store for geopolitics and markets?,"Equity markets have broadly performed well under both regimes historically 
"
Market outlook hinges on how banking stocks perform,"With a two-thirds weightage in the Nifty, a sustainable rally cannot be expected unless banking stocks continue to rise 
"
MC Daily Monsoon Tracker: Sowing picks up as rainfall situation improves,"Paddy, pulses and oilseeds acreage up 50 percent on year as of July 5 
"
Budget Snapshot: Easing raw material prices to lighten India’s fertiliser subsidy bill,"With subsidy bill in check, the government should step up focus on nano urea and expansion of domestic manufacturing capacity base 
"
Job growth in FY24 highest in more than 40 years,"According to the KLEMS database, total employment in the Indian economy increased by as much as 46.7 million in 2023-24, up from 19.2 million in 2022-23. In 2020-21, during the depths of the pandemic, the database says 31.2 million jobs were added 
"
"India added 2.5 times more jobs in FY24, highest since 1981-82: RBI data","The total additions to the workforce at 46.7 million were the highest since 1981-82, according to calculations, with the rate of growth at 6 percent also outpacing the previous three decades. 
"
Indian tourists future growth engine for global tourism: OECD,"Rapid expansion of the middle classes and scaling up of air connectivity in India a major factor 
"
"India's informal sector surges post-pandemic: 9% increase in firms, Rs 2 lakh crore output boost","The share of the informal economy declined or barely increased for more industrialised states such as Maharashtra, Gujarat, and Karnataka, where formalisation may have happened faster 
"
"India employment provisionally grew at 6% in FY24 vs 3.2% in FY23, shows RBI data","The country's employment growth rate stood at 6% in that fiscal year, versus 3.2% in the previous fiscal year, the RBI's report on measuring industry level productivity and employment showed 
"
India re-opens application window for PLI scheme for white goods,"So far, 66 applicants have applied to the PLI scheme with an investment to the tune of Rs 6,962 crore. 
"
India's tea prices soar as extreme weather slashes output,"The price rise could support the beleaguered Indian tea industry, which has been struggling with rising production costs amid a negligible rise in tea prices in the past decade. 
"
The US economic slowdown is looking more threatening,"Worrying signs in the labor market mean the Fed’s July meeting will point to policy easing sooner rather than later 
"
"Fewer women join better paying formal jobs in FY24, gig works see record rush","Participation in low-paying jobs rose to the highest level in seven years 
"
"Jobs, rural India likely to be focus of new Modi government's first budget, says Goldman Sachs","The budget proposal for the financial year ending March 2025 will be presented on July 23, the government said over the weekend. 
"
Mohamed El-Erian: What the Federal Reserve should put on the Jackson Hole agenda,"Central bank should use the summer to address issues key to America’s economic wellbeing and global financial stability 
"
Moneycontrol Pro Market Outlook | Market enters earnings season with strong momentum,"The upcoming week marks the beginning of earnings season, which is expected to result in stock and sector-specific movements as companies announce their results 
"
Modi to strengthen ties with Russia without upsetting the West,"Prime Minister Narendra Modi would discuss key issues like a non-dollar payment agreement and arms purchases during his upcoming meeting with Russian President Vladimir Putin. But he would be careful not to cause anxiety among Western countries that are suspicious about India’s relations with Russia  
"
MC Daily Monsoon Tracker: These 19 states are receiving normal rainfall,"The rainfall surplus rose to 1.8 percent on July 7 compared with 0.8 percent on the previous day, with no state facing a rainfall deficit of over 50 percent for the first time in over a month 
"
"India will fail to plug jobs gap even with 7% growth, Citi says","Citi estimates India will need to create about 12 million jobs a year over the next decade to absorb the number of new entrants to the labor market. Based on a growth rate of 7%, India can only generate 8-9 million jobs a year, the bank’s economists Samiran Chakraborty and Baqar Zaidi wrote in a report this week. 
"
"Andhra Pradesh, Punjab see nearly 40% rise in fixed assets in 2022-23","Outstanding loans per establishment also rise faster in these states compared with the rest of the country. 
"
"Informal firms in Goa, Maharashtra, and Karnataka more digitally connected than the rest of country","The gap between urban and rural internet usage has also narrowed sharply within a year. Internet usage of informal firms in urban areas was just over twice that in rural informal firms in 2022-23, compared with a gap of nearly three times in 2021-22 
"
Internet usage jumps in informal sector companies: Govt data,"Internet usage by the informal sector for taking and placing orders, using UPI increased by almost 50% in 2022-23 
"
"The Reading List: July 5, 2024","Articles and social media gems from the world of economy, business and finance, curated by our research and opinion teams 
"
"Business in the Week Ahead (July 8-12, 2024)","In the coming week inflation data, industrial and manufacturing production numbers for India, UK and the US will be released. Here’s a look at some of the key macro data that market participants will be eagerly monitoring  
"
Budget 2024: What Are The Pre-Budget Expectations Of The Agriculture Sector?,"India is a country where the agriculture sector plays a crucial role in the economy. However, the growth rate of agriculture, which is at 1.4% compared to the overall economic growth rate of 8.2%, is a concern for the farm economy and food security. It requires a significant push for the sector to grow. To achieve this, increased investment and strengthening of agricultural commodity exports are necessary. There are many expectations for the agriculture sector leading up to the 2024 budget. Manisha Gupta provides further explanation. 
"
"Govt makes ISI mark mandatory for stainless steel, aluminium utensils","The Department for Promotion of Industry and Internal Trade (DPIIT), under Ministry of Commerce and Industry, issued a Quality Control Order on March 14, making the ISI mark compulsory for these kitchen utensils. 
"
Naidu urges FM Sitharaman for financial rescue of debt-ridden Andhra Pradesh,"Chief Minister N. Chandrababu Naidu meets Finance Minister Nirmala Sitharaman, pressing for enhanced financial support amid rising debt and project needs ahead of the Union Budget. 
"
Why disconnecting global trade from China is so hard,"Some parts of the supply chain are easier to shift than others, and much of it comes down to chemistry 
"
"Budget 2024 finds India in a sweet spot, thanks to unanticipated revenue boost","Budget should spell out adjustment path for debt to GDP ratio. It’s an opportunity to lay solid foundations for a medium-term growth range of 7-7.5%  
"
India’s banks know climate is their biggest threat: Mihir Sharma,"Indian regulators have been slow to respond. It wasn’t until earlier this year that the RBI finally released a draft framework that would require financial institutions to devise and disclose their strategies to mitigate climate-related risk. 
"
"Bad idea to include petroleum in GST, says former chief economic advisor Arvind Subramanian","Absorb cess in regular rate structure so that it is available for redistribution, former CEA argues 
"
Onion price surge prompts Centre to work out preemptive steps: Reports,"Despite a good harvest this year, onion supplies remain low, possibly due to farmers holding stocks in anticipation of higher prices in the September-October period, as reported by an onion trader at the Azadpur market. 
"
Government plans 50% boost to rural housing subsidies in Budget 2024: Report,"Economists and industry leaders favour increased rural spending to boost consumer demand, particularly as private consumption lags behind economic growth 
"
"PM Modi’s budget to send India’s soaring stocks higher, survey says","The upcoming government budget will likely boost consumer spending and infrastructure building, which bode well for businesses, strategists and investors surveyed by Bloomberg said. 
"
India's solar output grows at slowest pace in six years in first half of 2024,"Electricity generated from coal grew 10.4% during six months ended June 30, a review of daily load despatch data from Grid-India showed, outpacing overall power generation growth of 9.7% during the period. 
"
Heavy industries and steel minister requests plan for Vizag Steel revival,"Minister says would work on a plan to infuse funds once the company works towards increasing capacity 
"
US weekly jobless claims rise labor market slows,"Initial claims for state unemployment benefits rose 4,000 to a seasonally adjusted 238,000 for the week ended June 29, the Labor Department said on Wednesday 
"
Can’t find a job after graduating? Move to Bolivia,"Tough labour markets present an opportunity to branch out and take chances. It worked out for me in 2008 in an unlikely place 
"
Crypto exchange CoinDCX acquires Dubai's BitOasis,"The firms did not disclose the transaction value, but BitOasis said in a separate statement that CoinDCX, which had already acquired a stake in the business last year, now owns the full share capital of the Dubai-based company 
"
Rupee falls 4 paise to close at 83.52 against US dollar,"A firm tone in domestic markets and favourable macroeconomic data cushioned the downside 
"
India could grow over 8% if it resolves infra bottlenecks: S&P analyst,"Reduction in fiscal deficit will have to be largely driven by the central government. A reduction in fiscal deficit an lead to an upgrade in rating 
"
Climate change is pushing up food prices — and worrying central banks,"Shifting weather patterns are reducing crop yields and squeezing supplies, creating what could become a permanent source of inflation 
"
18 major states to see up to 10% jump in revenue in FY25: Crisil,"Indian states’ revenue grew 7.5 percent in the previous fiscal 
"
"Service activity rises to 60.5 in June on spate of fresh orders, growth in overseas sales","The 400 services firms surveyed for the index noted a further rise in export orders, with growth coming from Asia, Australia, Europe, Latin America, the Middle East and the US 
"
Decoding Economics: The power of narratives,"An NBER research paper says narratives may be a significant cause of the business cycle 
"
One ratio would determine how banks are rerated in FY25,"Credit-to-deposit ratio is giving banks the biggest of headaches 
"
Monsoon: June rainfall disappoints but its July that’s crucial for food inflation,"Picture is unclear. Reservoir levels are low but paddy procurement is good. Good rainfall this month can change everything 
"
"India’s debt high, but sustainable, NCAER Director General Poonam Gupta says","Debt levels of states are expected to increase further, but will remain sustainable. 
"
US job openings rise to 8.1 million despite higher interest rates,"Vacancies rose from a revised 7.9 million in April, the first reading below 8 million since February 2021, the Labor Department reported Tuesday 
"
"Fed Chair Jerome Powell: US inflation is slowing again, though it isn't yet time to cut rates","After some persistently high inflation reports at the start of 2024, Powell said, the data for April and May ""do suggest we are getting back on a disinflationary path."" 
"
"CFA level II pass rate spikes to 59%, the highest since 1998","The latest results were well above the 10-year average of 45% and the lows from 2021, when pandemic-spurred test-taking disruptions hurt success rates. It’s the highest pass rate since 1998, when it hit 62%. 
"
JPMorgan’s Kelly says only a bear-market ‘shock’ can upend tech,"The firm’s chief global market strategist is among Wall Street pros who expect earnings growth in the S&P 500 Index will broaden beyond the tech behemoths by year-end 
"
"India's GDP will reach $4 trillion this year, Sanjeev Sanyal tells Cambridge event","In a dialogue at the University of Cambridge, Sanyal highlighted India's fast pace of growth last year, and said the country is anticipating a growth rate of 7 percent this year, which should be higher than all major economies. 
"
"MC Analysis: MP, Maharashtra biggest GST gainers in post-Covid period","Share of states’ own tax revenues in overall tax revenues increased to 65.4 percent in the post-Covid period from 62.8% between FY16 and FY17, says RBI study 
"
Rupee falls 6 paise to close at 83.50 against US dollar,"A muted trend in domestic equities and foreign fund outflows dented investor sentiments, forex traders said 
"
Moneycontrol Pro Panorama | Will IT earnings turn the corner in the June quarter?,"In this edition of Moneycontrol Pro Panorama: Dr Reddy’s latest acquisition evokes lukewarm reaction, impact of SEBI's act on brokers in options trading, tyre makers hopeful of continued market run, Budget 2024 can pave the way for Viksit Bharat 2047, and more 
"
Manufacturers boost inventory by 20% in expectation of busy festival season: Report,"Industry players anticipate a strong demand recovery, aided by favourable factors such as a promising monsoon and stable inflation 
"
Bank for International Settlements on what could go wrong for the global economy," 
"
